index,rater,source,target,category,severity
493,56225225,美国军方周五（2月10日）下午再次动用美国最先进的隐身喷气战机F-22击落了一个在美国阿拉斯加上空飞行的尚未确定身份的物体。,"The U.S. military used its most advanced stealth fighter, the F-22, again on Friday afternoon to shoot down an unidentified object flying above Alaska.",Accuracy/Mistranslation,Minor
493,56225225,美国军方周五（2月10日）下午再次动用美国最先进的隐身喷气战机F-22击落了一个在美国阿拉斯加上空飞行的尚未确定身份的物体。,"The U.S. military used its most advanced stealth fighter, the F-22, again on Friday afternoon to shoot down an unidentified object flying above Alaska.",Accuracy/Omission,Minor
494,56225225,击落的地点距离阿拉斯加海岸十英里。,The site of the crash was 10 miles off the coast of Alaska.,Accuracy/Mistranslation,Minor
495,56225225,这是美军在不到一周的时间里第二次击落空中飞行物体。,This is the second time the US military shot down a flying object in less than a week.,No-error,No-error
496,56225225,上周六，来自中国的一个间谍气球在美国领空上漂移数日后在美国南卡罗莱纳州沿岸附近上空被击毁。,"On Saturday, a spy balloon from China was shot down off the coast of South Carolina, days after it drifted into US airspace.",Accuracy/Mistranslation,Major
496,56225225,上周六，来自中国的一个间谍气球在美国领空上漂移数日后在美国南卡罗莱纳州沿岸附近上空被击毁。,"On Saturday, a spy balloon from China was shot down off the coast of South Carolina, days after it drifted into US airspace.",Accuracy/Mistranslation,Minor
497,56225225,五角大楼说，第二个被击落的物体于周四晚上首次进入美国领空，在阿拉斯加东北部上空移动时被美国军方跟踪，飞行高度为1.2万米（4万英尺），其大小与一辆小型汽车差不多，与先前被击落的那个中国间谍气球相比要小很多。,"The second object, the Pentagon said, first entered U.S. airspace on Thursday evening, was tracked by the U.S. military as it moved over northeast Alaska, flying at an altitude of 12,000 meters (40,000 feet), the size of a small car, and much smaller than the previously downed Chinese hydrogen balloon.",Found,HOTW-test
497,56225225,五角大楼说，第二个被击落的物体于周四晚上首次进入美国领空，在阿拉斯加东北部上空移动时被美国军方跟踪，飞行高度为1.2万米（4万英尺），其大小与一辆小型汽车差不多，与先前被击落的那个中国间谍气球相比要小很多。,"The second object, the Pentagon said, first entered U.S. airspace on Thursday evening, was tracked by the U.S. military as it moved over northeast Alaska, flying at an altitude of 12,000 meters (40,000 feet), the size of a small car, and much smaller than the previously downed Chinese hydrogen balloon.",Accuracy/Addition,Minor
497,56225225,五角大楼说，第二个被击落的物体于周四晚上首次进入美国领空，在阿拉斯加东北部上空移动时被美国军方跟踪，飞行高度为1.2万米（4万英尺），其大小与一辆小型汽车差不多，与先前被击落的那个中国间谍气球相比要小很多。,"The second object, the Pentagon said, first entered U.S. airspace on Thursday evening, was tracked by the U.S. military as it moved over northeast Alaska, flying at an altitude of 12,000 meters (40,000 feet), the size of a small car, and much smaller than the previously downed Chinese hydrogen balloon.",Accuracy/Mistranslation,Minor
497,56225225,五角大楼说，第二个被击落的物体于周四晚上首次进入美国领空，在阿拉斯加东北部上空移动时被美国军方跟踪，飞行高度为1.2万米（4万英尺），其大小与一辆小型汽车差不多，与先前被击落的那个中国间谍气球相比要小很多。,"The second object, the Pentagon said, first entered U.S. airspace on Thursday evening, was tracked by the U.S. military as it moved over northeast Alaska, flying at an altitude of 12,000 meters (40,000 feet), the size of a small car, and much smaller than the previously downed Chinese hydrogen balloon.",Accuracy/Mistranslation,Minor
497,56225225,五角大楼说，第二个被击落的物体于周四晚上首次进入美国领空，在阿拉斯加东北部上空移动时被美国军方跟踪，飞行高度为1.2万米（4万英尺），其大小与一辆小型汽车差不多，与先前被击落的那个中国间谍气球相比要小很多。,"The second object, the Pentagon said, first entered U.S. airspace on Thursday evening, was tracked by the U.S. military as it moved over northeast Alaska, flying at an altitude of 12,000 meters (40,000 feet), the size of a small car, and much smaller than the previously downed Chinese hydrogen balloon.",Accuracy/Omission,Minor
497,56225225,五角大楼说，第二个被击落的物体于周四晚上首次进入美国领空，在阿拉斯加东北部上空移动时被美国军方跟踪，飞行高度为1.2万米（4万英尺），其大小与一辆小型汽车差不多，与先前被击落的那个中国间谍气球相比要小很多。,"The second object, the Pentagon said, first entered U.S. airspace on Thursday evening, was tracked by the U.S. military as it moved over northeast Alaska, flying at an altitude of 12,000 meters (40,000 feet), the size of a small car, and much smaller than the previously downed Chinese hydrogen balloon.",Accuracy/Omission,Minor
498,56225225,五角大楼还认为，目前没有迹象显示，这个物体是可操纵的。,The Pentagon also believes there is no indication that the object is manoeuvrable.,Accuracy/Mistranslation,Minor
499,56225225,白宫国家安全委员会战略沟通协调员约翰·科比周五表示，虽然这个在高空飞行的物体的具体样子尚不清楚，但它“对民航飞机的安全构成了合理的威胁”。,"John Cobb, the White House National Security Council strategic communications coordinator, said Friday that while the shape of the high-altitude object is not yet clear, it posed a reasonable threat to the safety of civilian airplanes.",Accuracy/Mistranslation,Minor
499,56225225,白宫国家安全委员会战略沟通协调员约翰·科比周五表示，虽然这个在高空飞行的物体的具体样子尚不清楚，但它“对民航飞机的安全构成了合理的威胁”。,"John Cobb, the White House National Security Council strategic communications coordinator, said Friday that while the shape of the high-altitude object is not yet clear, it posed a reasonable threat to the safety of civilian airplanes.",Accuracy/Mistranslation,Minor
499,56225225,白宫国家安全委员会战略沟通协调员约翰·科比周五表示，虽然这个在高空飞行的物体的具体样子尚不清楚，但它“对民航飞机的安全构成了合理的威胁”。,"John Cobb, the White House National Security Council strategic communications coordinator, said Friday that while the shape of the high-altitude object is not yet clear, it posed a reasonable threat to the safety of civilian airplanes.",Style/Unnatural or awkward,Minor
499,56225225,白宫国家安全委员会战略沟通协调员约翰·科比周五表示，虽然这个在高空飞行的物体的具体样子尚不清楚，但它“对民航飞机的安全构成了合理的威胁”。,"John Cobb, the White House National Security Council strategic communications coordinator, said Friday that while the shape of the high-altitude object is not yet clear, it posed a reasonable threat to the safety of civilian airplanes.",Style/Unnatural or awkward,Minor
500,56225225,科比表示，这个物体与美国境内发现的那个间谍气球不同，它上面没有悬挂“有效载荷”。,"Corby says that the object, unlike the spy balloon found in the United States, is not equipped with a hanging cargo pod.",Accuracy/Mistranslation,Major
